Timestamp (UTC),Temp. Ins. (C),Temp. Max. (C),Temp. Min. (C),Pressure Ins. (hPa),Pressure Max. (hPa),Pressure Min. (hPa),Wind Speed (m/s),Wind Dir. (m/s),Wind Gust (m/s),Radiation (KJ/m²),Rain (mm)
2026-03-10 19:00:00,24.3,24.3,23.6,1015.3,1015.5,1015.3,0.9,213.0,5.0,423.1,0.0
2026-03-10 20:00:00,24.3,24.3,24.1,1015.7,1015.7,1015.3,0.8,97.0,3.1,198.5,0.0
2026-03-10 21:00:00,24.4,24.4,24.2,1015.4,1015.7,1015.3,0.7,47.0,3.3,97.2,0.0
2026-03-10 22:00:00,23.8,24.4,23.8,1015.8,1015.8,1015.4,1.0,61.0,3.7,,0.0
2026-03-10 23:00:00,23.4,23.9,23.4,1015.9,1015.9,1015.8,1.3,70.0,3.3,,0.0
2026-03-11 00:00:00,23.5,23.6,23.4,1016.2,1016.2,1015.8,1.0,57.0,3.8,,0.0
2026-03-11 01:00:00,23.6,23.8,23.5,1015.9,1016.3,1015.9,1.6,70.0,5.0,,0.0
2026-03-11 02:00:00,23.6,23.6,23.5,1015.5,1015.9,1015.5,2.1,79.0,5.4,,0.0
2026-03-11 03:00:00,23.4,23.6,23.4,1015.2,1015.6,1015.2,1.2,118.0,5.0,,0.0
2026-03-11 04:00:00,23.4,23.5,23.3,1014.6,1015.2,1014.6,1.3,81.0,4.5,,0.0
2026-03-11 05:00:00,23.1,23.4,23.1,1014.3,1014.6,1014.3,0.5,145.0,2.9,,0.0
2026-03-11 06:00:00,22.8,23.1,22.6,1013.8,1014.3,1013.8,0.5,137.0,1.2,,0.6
2026-03-11 07:00:00,22.8,23.0,22.7,1013.5,1013.8,1013.5,0.7,191.0,1.7,,0.2
2026-03-11 08:00:00,22.6,22.9,22.6,1013.8,1013.9,1013.5,0.4,120.0,1.7,,0.0
2026-03-11 09:00:00,22.7,23.0,22.6,1014.1,1014.1,1013.8,0.5,71.0,1.2,,0.0
2026-03-11 10:00:00,23.1,23.1,22.6,1014.7,1014.7,1014.1,0.5,169.0,1.2,69.7,0.0
2026-03-11 11:00:00,23.4,23.5,23.1,1015.4,1015.4,1014.7,0.6,273.0,1.7,160.1,0.0
2026-03-11 12:00:00,24.0,24.1,23.3,1015.7,1015.7,1015.4,0.9,183.0,2.0,354.5,0.0
2026-03-11 13:00:00,24.4,24.4,23.9,1015.7,1015.8,1015.7,1.1,189.0,3.0,463.2,0.2
2026-03-11 14:00:00,24.9,25.0,24.3,1015.6,1015.8,1015.6,0.8,164.0,2.9,645.4,0.0
2026-03-11 15:00:00,24.9,25.4,24.8,1015.0,1015.7,1015.0,1.1,92.0,3.7,824.6,0.0
2026-03-11 16:00:00,23.9,25.1,23.8,1014.3,1015.0,1014.3,1.5,211.0,4.4,570.0,0.6
2026-03-11 17:00:00,23.6,24.1,23.5,1013.9,1014.3,1013.9,0.9,58.0,3.7,480.4,1.4
2026-03-11 18:00:00,23.1,23.7,23.1,1013.4,1013.9,1013.4,1.1,221.0,3.4,379.3,1.2
2026-03-11 19:00:00,22.9,23.1,22.7,1013.2,1013.4,1013.1,0.7,91.0,4.1,302.3,0.6
2026-03-11 20:00:00,22.8,23.0,22.7,1013.1,1013.2,1013.1,0.7,122.0,3.6,164.6,0.0
2026-03-11 21:00:00,22.5,22.9,22.5,1013.4,1013.4,1013.1,1.0,119.0,2.9,57.6,0.2
2026-03-11 22:00:00,22.4,22.6,22.4,1013.7,1013.7,1013.4,0.6,155.0,2.5,,0.2
2026-03-11 23:00:00,22.2,22.4,22.1,1014.3,1014.3,1013.7,0.6,38.0,1.6,,0.4
